id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion,suma_asegurada,deducible,canal_venta,proveedor_en_lista_restrictiva,proveedor_casos_observados_ultimo_anio,ratio_monto_suma_asegurada,score_reglas,score_modelo_simulado,score_final,nivel_riesgo,alertas_activadas,reglas_criticas_activadas,accion_sugerida
SIN-00044,POL-00371,ASEG-00010,VEH-00379,COND-00208,PROV-0056,Vehiculos,Responsabilidad Civil,2025-10-29,2025-10-29,990,1220,590,Pago Parcial,Cuenca,Cuenca,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0056,218,147,0,1,1,2,0,Frontal,12,Si,No aplica,Urbana,Despejado,No,No,,0.08,0,normal,38800,250,Directo Web,No,0,0.0255,4,20.8,9.9,Verde Bajo,Frecuencia moderada de reclamos del conductor,,Continuar flujo normal con controles estandar
SIN-00045,POL-00422,ASEG-00058,VEH-00369,COND-00210,PROV-0050,Vehiculos,Robo Parcial,2026-01-01,2026-01-03,4420,4090,1770,Reserva,Machala,Machala,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0050,308,57,2,3,1,0,2,Robo,5,Si,No,Perimetral,Lluvia,No,No,,0.21,0,normal,11800,250,Broker,No,1,0.3746,12,19.8,14.7,Verde Bajo,Demora denuncia por robo entre 24 y 48 horas | Alta frecuencia de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00046,POL-00159,ASEG-00054,VEH-00127,COND-00146,PROV-0051,Vehiculos,Responsabilidad Civil,2024-10-23,2024-10-25,10050,10220,10050,Cierre Sin Consecuencia,Cuenca,Cuenca,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0051,37,328,2,7,2,0,1,Posterior,1,No,No,Urbana,Lluvia,No,No,,0.16,0,normal,52500,200,Broker,No,2,0.1914,14,14.8,14.3,Verde Bajo,Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00047,POL-00031,ASEG-00107,VEH-00026,COND-00423,PROV-0048,Vehiculos,Gastos Medicos por Accidente,2024-05-11,2024-05-11,5000,4450,5000,Reserva,Quito Centro,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0048,191,174,0,0,1,0,0,Estacionado,13,Si,No,Parqueadero,Noche lluvia,No,No,,0.36,0,normal,23500,1000,Sucursal,No,1,0.2128,0,13.5,4.7,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00048,POL-00131,ASEG-00131,VEH-00128,COND-00475,PROV-0021,Vehiculos,Choque,2026-05-22,2026-05-22,4230,5060,2540,Pago Parcial,Guayaquil Centro,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0021,307,58,0,1,1,2,0,Estacionado,4,No,No,Parqueadero,Neblina,No,No,,0.16,0,normal,14700,250,Broker,No,0,0.2878,9,16.8,11.7,Verde Bajo,Frecuencia moderada de reclamos del conductor | Evento sin tercero identificado ni evidencia de camaras,,Continuar flujo normal con controles estandar
SIN-00049,POL-00132,ASEG-00091,VEH-00193,COND-00282,PROV-0049,Vehiculos,Danos Propios,2024-06-22,2024-06-26,12540,12070,7530,Liquidado,Santo Domingo,Santo Domingo,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,No,PROV-0049,5,360,4,0,0,0,0,Volcadura,3,No,Si,Perimetral,Noche seca,No,No,,0.28,0,medio,34000,750,Broker,No,5,0.3688,23,42.5,29.8,Verde Bajo,Borde vigencia: siniestro dentro de primeros 10 dias | Proveedor recurrente en casos observados | Documentos incompletos | Accidente complejo en horario de madrugada | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00050,POL-00015,ASEG-00113,VEH-00405,COND-00164,PROV-0052,Vehiculos,Gastos Medicos por Accidente,2025-05-27,2025-05-29,1820,1690,1090,Pago Total,Quito Norte,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0052,200,165,2,1,1,0,0,Posterior,23,Si,No,Perimetral,Noche lluvia,Si,No,,0.45,0,normal,9200,200,Banca Seguros,No,1,0.1978,10,10.6,71.9,Amarillo Medio,Documentos inconsistentes o fechas no coinciden,RF-02,Escalar a revision documental y validacion de soportes
SIN-00051,POL-00440,ASEG-00334,VEH-00339,COND-00008,PROV-0030,Vehiculos,Choque,2023-10-21,2023-10-21,4240,4410,2540,Liquidado,Quito Norte,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0030,224,141,0,1,3,0,0,Posterior,4,Si,Si,Urbana,Lluvia,No,No,,0.4,0,normal,28900,750,Directo Web,No,0,0.1467,6,11.5,7.9,Verde Bajo,Alta frecuencia de reclamos del vehiculo,,Continuar flujo normal con controles estandar
SIN-00052,POL-00021,ASEG-00306,VEH-00065,COND-00263,PROV-0025,Vehiculos,Danos Propios,2025-12-21,2025-12-21,3480,4070,2790,Reserva,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0025,174,191,0,4,4,2,0,Estacionado,5,Si,No aplica,Interprovincial,Lluvia,No,No,,0.3,0,normal,16300,200,Broker,No,0,0.2135,18,11.0,15.5,Verde Bajo,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Frecuencia moderada de reclamos del conductor,,Continuar flujo normal con controles estandar
SIN-00053,POL-00005,ASEG-00347,VEH-00319,COND-00393,PROV-0032,Vehiculos,Responsabilidad Civil,2024-10-31,2024-11-01,2520,3010,1010,Pago Total,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0032,47,318,1,2,0,0,0,Posterior,9,No,No,Perimetral,Neblina,No,No,,0.27,0,normal,55800,750,Banca Seguros,No,2,0.0452,4,8.0,5.4,Verde Bajo,Frecuencia moderada de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00054,POL-00464,ASEG-00306,VEH-00087,COND-00032,PROV-0025,Vehiculos,Choque,2024-01-29,2024-02-05,9970,9800,9970,Reserva,Ambato,Ambato,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0025,153,212,7,0,0,0,0,Posterior,17,No aplica,Si,Parqueadero,Noche seca,No,No,,0.3,0,normal,37200,750,Directo Web,No,0,0.268,3,4.1,3.4,Verde Bajo,Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00055,POL-00093,ASEG-00215,VEH-00418,COND-00227,PROV-0009,Vehiculos,Choque,2025-04-02,2025-04-02,2300,2710,1380,Liquidado,Guayaquil Norte,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0009,111,254,0,2,2,1,1,Estacionado,11,No,No,Urbana,Noche seca,No,No,,0.48,0,normal,29000,750,Directo Web,Si,2,0.0793,20,35.0,62.9,Amarillo Medio,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor en lista restrictiva simulada,RF-03,Escalar a revision documental y validacion de soportes
SIN-00056,POL-00130,ASEG-00182,VEH-00092,COND-00420,PROV-0020,Vehiculos,Gastos Medicos por Accidente,2024-03-12,2024-03-15,1080,1220,0,Reserva,Manta,Manta,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0020,212,153,3,0,0,1,0,Frontal,4,Si,Si,Residencial,Lluvia,No,No,,0.35,0,normal,37100,200,Sucursal,No,2,0.0291,3,14.9,7.2,Verde Bajo,Accidente complejo en horario de madrugada,,Continuar flujo normal con controles estandar
SIN-00057,POL-00499,ASEG-00114,VEH-00064,COND-00044,PROV-0037,Vehiculos,Robo Parcial,2025-05-17,2025-05-17,2870,2860,0,Liquidado,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0037,62,303,0,6,1,0,1,Robo,12,No,No,Interprovincial,Despejado,No,No,,0.57,0,normal,32200,300,Broker,No,1,0.0891,11,9.0,10.3,Verde Bajo,Alta frecuencia de reclamos del asegurado | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00058,POL-00147,ASEG-00246,VEH-00126,COND-00117,PROV-0037,Vehiculos,Danos Propios,2024-11-29,2024-12-04,22220,22120,17780,Pago Total,Quito Centro,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,No,PROV-0037,28,337,5,2,2,0,1,Lateral,14,No,No,Residencial,Despejado,No,No,,0.47,0,medio,59400,750,Directo Web,No,1,0.3741,26,34.7,29.0,Verde Bajo,Borde vigencia: siniestro entre dias 11 y 30 | Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Documentos incompletos | Evento sin tercero identificado ni evidencia de camaras | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00059,POL-00511,ASEG-00334,VEH-00039,COND-00216,PROV-0045,Vehiculos,Responsabilidad Civil,2024-07-12,2024-07-13,4400,2470,1760,Pago Parcial,Machala,Machala,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0045,345,20,1,3,0,0,0,Volcadura,13,No,No,Parqueadero,Noche seca,No,Si,,0.17,1,alto,20700,500,Broker,No,5,0.2126,28,69.7,88.4,Rojo Alto,Borde vigencia: siniestro cerca de fin de poliza | Alta frecuencia de reclamos del asegurado | Proveedor recurrente en casos observados | Relato ilogico frente al tipo de impacto | Monto reclamado alto frente a suma asegurada o estimado,RF-04,Escalar a unidad antifraude para revision especializada
SIN-00060,POL-00252,ASEG-00110,VEH-00301,COND-00070,PROV-0031,Vehiculos,Responsabilidad Civil,2023-10-04,2023-10-04,2050,2040,820,Reserva,Guayaquil Norte,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0031,108,257,0,2,2,0,0,Lateral,11,Si,No aplica,Urbana,Despejado,No,No,,0.07,0,normal,15400,750,Agente,No,8,0.1331,12,12.0,12.0,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00061,POL-00520,ASEG-00206,VEH-00068,COND-00360,PROV-0009,Vehiculos,Robo Total,2026-04-13,2026-04-16,22250,17700,17800,Reserva,Guayaquil Sur,Guayaquil,En la madrugada encontre el vehiculo golpeado y no existen camaras disponibles.,No,PROV-0009,341,24,3,3,3,1,1,Robo,21,No,No,Interprovincial,Despejado,Si,No,CLON-02,0.89,1,alto,20400,300,Banca Seguros,Si,2,1.0907,71,95.7,87.5,Rojo Alto,Borde vigencia: siniestro cerca de fin de poliza | Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor en lista restrictiva simulada | Documentos incompletos | Documentos inconsistentes o fechas no coinciden | Evento sin tercero identificado ni evidencia de camaras | Narrativa con similitud mayor a 85% frente a otro reclamo | Monto reclamado alto frente a suma asegurada o estimado,RF-02 | RF-03 | RF-07,Escalar a unidad antifraude para revision especializada
SIN-00062,POL-00362,ASEG-00014,VEH-00003,COND-00084,PROV-0009,Vehiculos,Responsabilidad Civil,2024-07-10,2024-07-11,12450,9570,7470,Pago Total,Quito Sur,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,No,PROV-0009,232,133,1,3,3,0,1,Robo,7,Si,No,Residencial,Noche seca,No,No,,0.53,0,medio,49200,750,Directo Web,Si,2,0.253,31,46.0,56.8,Amarillo Medio,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor en lista restrictiva simulada | Documentos incompletos,RF-03,Escalar a revision documental y validacion de soportes
SIN-00063,POL-00437,ASEG-00007,VEH-00155,COND-00082,PROV-0033,Vehiculos,Danos Propios,2024-09-28,2024-09-29,3330,3590,2000,Reserva,Guayaquil Centro,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0033,115,250,1,1,1,0,1,Robo,18,Si,No,Urbana,Noche seca,No,No,,0.13,0,normal,26000,250,Directo Web,No,9,0.1281,8,21.5,12.7,Verde Bajo,Antecedente de reclamo solo RC | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00064,POL-00459,ASEG-00277,VEH-00013,COND-00449,PROV-0020,Vehiculos,Gastos Medicos por Accidente,2025-12-02,2025-12-03,6230,5060,6230,Liquidado,Quito Centro,Quito,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,Si,PROV-0020,283,82,1,3,4,0,1,Posterior,21,Si,Si,Urbana,Neblina,No,No,CLON-01,0.78,0,medio,33600,1000,Agente,No,2,0.1854,21,25.6,22.6,Verde Bajo,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC | Narrativa con similitud entre 70% y 84%,,Continuar flujo normal con controles estandar
SIN-00065,POL-00475,ASEG-00061,VEH-00085,COND-00071,PROV-0007,Vehiculos,Danos Propios,2024-05-30,2024-06-06,3420,2930,3420,Pago Total,Machala,Machala,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,No,PROV-0007,30,335,7,2,0,1,1,Posterior,20,Si,No,Parqueadero,Lluvia,Si,No,,0.35,1,alto,50900,200,Banca Seguros,No,7,0.0672,33,78.4,77.8,Rojo Alto,Borde vigencia: siniestro entre dias 11 y 30 | Frecuencia moderada de reclamos del asegurado | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados | Documentos incompletos | Documentos inconsistentes o fechas no coinciden | Reporte tardio entre 4 y 7 dias,RF-02,Escalar a unidad antifraude para revision especializada
SIN-00066,POL-00225,ASEG-00350,VEH-00212,COND-00344,PROV-0012,Vehiculos,Danos Propios,2023-11-13,2023-11-17,14040,14790,0,Cierre Sin Consecuencia,Cuenca,Cuenca,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0012,102,263,4,0,0,0,0,Frontal,1,No,No,Residencial,Lluvia,No,No,,0.19,0,normal,47000,750,Broker,No,0,0.2987,11,12.8,11.6,Verde Bajo,Accidente complejo en horario de madrugada | Evento sin tercero identificado ni evidencia de camaras | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00067,POL-00218,ASEG-00032,VEH-00070,COND-00217,PROV-0053,Vehiculos,Responsabilidad Civil,2026-04-21,2026-04-23,3800,3880,3800,Liquidado,Quito Centro,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0053,262,103,2,5,2,0,1,Multiple,12,Si,Si,Residencial,Lluvia,No,No,,0.09,0,normal,18500,400,Banca Seguros,No,5,0.2054,19,15.1,17.6,Verde Bajo,Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00068,POL-00380,ASEG-00271,VEH-00074,COND-00470,PROV-0030,Vehiculos,Danos Propios,2023-11-18,2023-11-19,1410,1270,1410,Pago Parcial,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0030,245,120,1,1,1,0,0,Posterior,20,No aplica,No aplica,Residencial,Despejado,No,No,,0.2,0,normal,22100,400,Sucursal,No,0,0.0638,0,19.1,6.7,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00069,POL-00050,ASEG-00305,VEH-00398,COND-00111,PROV-0008,Vehiculos,Robo Total,2024-03-05,2024-03-08,19690,32650,0,Reserva,Quito Norte,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0008,299,66,3,4,2,0,0,Robo,2,Si,No,Urbana,Neblina,No,No,,0.36,0,normal,35800,250,Broker,No,1,0.55,19,21.1,19.7,Verde Bajo,Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo,,Continuar flujo normal con controles estandar
SIN-00070,POL-00223,ASEG-00261,VEH-00123,COND-00245,PROV-0032,Vehiculos,Responsabilidad Civil,2024-07-15,2024-07-16,760,930,0,Liquidado,Guayaquil Sur,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0032,189,176,1,1,1,1,0,Posterior,3,Si,No,Urbana,Noche seca,No,No,,0.14,0,normal,23500,200,Sucursal,No,2,0.0323,0,18.6,6.5,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00071,POL-00210,ASEG-00137,,,PROV-0011,Hogar,Incendio,2025-08-12,2025-08-14,14570,11030,14570,Liquidado,Loja,Loja,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0011,83,282,2,0,0,0,0,Posterior,23,No,Si,Interprovincial,Noche lluvia,No,No,,0.06,0,medio,75000,250,Banca Seguros,No,9,0.1943,5,26.3,12.5,Verde Bajo,Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00072,POL-00195,ASEG-00293,VEH-00236,COND-00131,PROV-0030,Vehiculos,Choque,2025-03-16,2025-03-18,4590,5020,4590,Pago Parcial,Quito Sur,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0030,213,152,2,4,2,1,1,Lateral,18,No,No,Parqueadero,Neblina,No,No,,0.19,0,normal,31700,250,Banca Seguros,No,0,0.1448,14,17.8,15.3,Verde Bajo,Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00073,POL-00069,ASEG-00148,VEH-00187,COND-00349,PROV-0002,Vehiculos,Choque,2024-10-16,2024-10-18,9670,9750,3870,Pago Parcial,Ambato,Ambato,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0002,200,165,2,0,0,1,0,Frontal,16,Si,Si,Perimetral,Neblina,No,No,,0.22,0,normal,52800,300,Sucursal,Si,0,0.1831,10,14.1,72.9,Amarillo Medio,Proveedor en lista restrictiva simulada,RF-03,Escalar a revision documental y validacion de soportes
SIN-00074,POL-00380,ASEG-00271,VEH-00074,COND-00416,PROV-0002,Vehiculos,Choque,2023-05-19,2023-05-19,5400,4780,2160,Negativa,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0002,62,303,0,0,0,1,0,Robo,0,Si,No,Perimetral,Noche lluvia,No,No,,0.45,0,normal,22100,400,Sucursal,Si,0,0.2443,10,24.0,73.0,Amarillo Medio,Proveedor en lista restrictiva simulada,RF-03,Escalar a revision documental y validacion de soportes
SIN-00075,POL-00171,ASEG-00208,VEH-00142,COND-00248,PROV-0009,Vehiculos,Danos Propios,2026-08-06,2026-08-08,4510,4510,2700,Reserva,Quito Sur,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0009,271,94,2,2,2,0,1,Frontal,19,Si,No,Interprovincial,Neblina,No,No,,0.47,0,medio,15200,1000,Directo Web,Si,2,0.2967,20,36.7,54.8,Amarillo Medio,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor en lista restrictiva simulada,RF-03,Escalar a revision documental y validacion de soportes
SIN-00076,POL-00054,ASEG-00302,VEH-00061,COND-00179,PROV-0011,Vehiculos,Danos Propios,2025-12-02,2025-12-06,2680,2780,2150,Reserva,Guayaquil Centro,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0011,278,87,4,4,1,0,0,Frontal,11,No,No,Residencial,Noche seca,No,No,,0.44,0,normal,14500,1000,Directo Web,No,9,0.1848,16,16.2,16.1,Verde Bajo,Alta frecuencia de reclamos del asegurado | Proveedor recurrente en casos observados | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00077,POL-00241,ASEG-00295,VEH-00209,COND-00100,PROV-0012,Vehiculos,Choque,2024-06-25,2024-06-28,3330,3590,2000,Reserva,Loja,Loja,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0012,178,187,3,6,1,0,2,Posterior,14,No,No aplica,Residencial,Despejado,No,No,,0.06,0,normal,14400,200,Broker,No,0,0.2313,12,15.6,13.3,Verde Bajo,Alta frecuencia de reclamos del asegurado | Documentos incompletos,,Continuar flujo normal con controles estandar
SIN-00078,POL-00371,ASEG-00010,VEH-00379,COND-00355,PROV-0011,Vehiculos,Choque,2025-09-17,2025-09-18,1860,2210,1860,Reserva,Cuenca,Cuenca,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0011,176,189,1,0,0,2,0,Estacionado,3,Si,No,Parqueadero,Neblina,No,No,,0.39,0,normal,38800,250,Directo Web,No,9,0.0479,9,19.7,12.8,Verde Bajo,Frecuencia moderada de reclamos del conductor | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00079,POL-00214,ASEG-00217,VEH-00300,COND-00343,PROV-0004,Vehiculos,Cristales,2025-07-18,2025-07-22,490,440,200,Pago Total,Guayaquil Norte,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0004,164,201,4,2,1,0,0,Posterior,2,Si,Si,Residencial,Noche seca,No,No,,0.19,0,normal,15900,750,Banca Seguros,No,0,0.0308,7,11.5,8.6,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
